State Name,Block Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,District Name
TAMIL NADU,THIRUKALUKUNDRAM,45271,44557,14305,873,29379,40646,54150,40644,54147,KANCHIPURAM
TAMIL NADU,THIRUPORUR,34166,33397,14709,383,18305,26436,34266,26434,34264,KANCHIPURAM
TAMIL NADU,THOMAS MALAI,28624,28486,5626,1129,21731,4914,5175,4914,5175,KANCHIPURAM
TAMIL NADU,UTHIRAMERUR,46076,45414,16860,745,27809,38968,64630,38968,64630,KANCHIPURAM
TAMIL NADU,WALAJABAD,32814,32462,11775,259,20428,31594,53145,31594,53145,KANCHIPURAM
TAMIL NADU,AGASTHEESWARAM,7121,7101,772,273,6056,3431,3543,3431,3543,KANNIYAKUMARI
TAMIL NADU,KILLIYOOR,7282,7282,167,0,7115,2947,3005,2947,3005,KANNIYAKUMARI
TAMIL NADU,KURUNTHENCODE,11815,11815,540,3,11272,3372,3509,3372,3509,KANNIYAKUMARI
TAMIL NADU,MELPURAM,11174,11174,1000,39,10135,3776,4005,3776,4005,KANNIYAKUMARI
TAMIL NADU,MUNCHIRAI,14331,14328,376,3,13949,3213,3294,3213,3294,KANNIYAKUMARI
TAMIL NADU,RAJAKKAMANGALAM,16775,16706,956,7,15743,5278,5867,5265,5850,KANNIYAKUMARI
TAMIL NADU,THIRUVATTAR,12013,12009,553,456,11000,2706,3113,2706,3113,KANNIYAKUMARI
TAMIL NADU,THOVALAI,12821,12821,1832,52,10937,5373,5925,5373,5925,KANNIYAKUMARI
TAMIL NADU,THUCKALAY,8173,8154,348,3,7803,3518,3630,3518,3630,KANNIYAKUMARI
TAMIL NADU,ARAVAKURICHI,14759,14173,4638,21,9514,10317,12324,10317,12324,KARUR
TAMIL NADU,K.PARAMATHI,22665,22488,7272,14,15202,20633,24302,20633,24302,KARUR
TAMIL NADU,KADAVUR,27440,27327,5235,14,22078,23072,23684,23072,23684,KARUR
TAMIL NADU,KARUR,17236,17226,5032,0,12194,13245,14037,13245,14037,KARUR
TAMIL NADU,KRISHNARAYAPURAM,27470,27367,7127,16,20224,23103,26262,23103,26262,KARUR
TAMIL NADU,KULITHALAI,14750,14629,4561,28,10040,10197,13772,10197,13772,KARUR
TAMIL NADU,THANTHONI,20389,20389,5930,5,14454,11444,13871,11444,13871,KARUR
TAMIL NADU,THOGAMALAI,19063,18847,4447,0,14400,15115,17557,15115,17557,KARUR
TAMIL NADU,BARGUR,37369,36802,4129,325,32348,28439,33388,28439,33388,KRISHNAGIRI
TAMIL NADU,HOSUR,20466,20262,6279,18,13965,11174,11991,11174,11991,KRISHNAGIRI
TAMIL NADU,KAVERIPATTANAM,41321,40602,2381,126,38095,28410,33750,28410,33750,KRISHNAGIRI
TAMIL NADU,KELAMANGALAM,19231,19160,2486,472,16202,13752,18377,13752,18377,KRISHNAGIRI
TAMIL NADU,KRISHNAGIRI,32515,32059,3960,215,27884,22549,26877,22549,26877,KRISHNAGIRI
TAMIL NADU,MATHUR,27769,27269,4211,103,22955,22650,28803,22650,28802,KRISHNAGIRI
TAMIL NADU,SHOOLAGIRI,26615,26454,4573,317,21564,19866,24703,19866,24703,KRISHNAGIRI
TAMIL NADU,THALLY,34454,33960,5949,552,27459,29566,38451,29566,38451,KRISHNAGIRI
TAMIL NADU,UTHANGARAI,55668,55173,10671,811,43691,37441,57218,37441,57218,KRISHNAGIRI
TAMIL NADU,VEPPANAPALLI,18893,18735,1703,11,17021,10929,15796,10929,15796,KRISHNAGIRI
TAMIL NADU,ALANGANALLUR,19021,18912,4697,0,14215,15149,19108,15149,19106,MADURAI
TAMIL NADU,CHELLAMPATTI,32200,31877,5008,2,26867,28615,38993,28614,38992,MADURAI
TAMIL NADU,KALLIKUDI,21906,21683,3464,4,18215,18978,22827,18978,22826,MADURAI
TAMIL NADU,KOTTAMPATTI,25464,25331,4257,1,21073,24672,32588,24659,32575,MADURAI
TAMIL NADU,MADURAI EAST,28244,28226,8516,9,19701,19183,24726,19181,24722,MADURAI
TAMIL NADU,MADURAI WEST,20479,20334,7185,63,13086,15902,20232,15902,20232,MADURAI
TAMIL NADU,MELUR,36130,35897,6549,7,29341,33124,41830,33124,41828,MADURAI
TAMIL NADU,SEDAPATTI,30604,30321,8665,11,21645,25289,39418,25289,39417,MADURAI
TAMIL NADU,T.KALLUPATTY,21434,21218,5493,1,15724,19169,30153,19169,30153,MADURAI
TAMIL NADU,THIRUMANGALAM,28284,28145,6001,9,22135,24229,33613,24229,33612,MADURAI
TAMIL NADU,THIRUPPARANKUNDRAM,31990,31599,6544,374,24681,23315,27986,23315,27986,MADURAI
TAMIL NADU,USILAMPATTI,21545,21491,2534,32,18925,16666,20428,16666,20428,MADURAI
TAMIL NADU,VADIPATTI,18778,18118,5313,13,12792,15882,19234,15881,19232,MADURAI
TAMIL NADU,KEELAIYUR,22246,22218,9548,8,12662,20401,36311,20401,36311,NAGAPATTINAM
TAMIL NADU,KILVELUR,28738,28373,12095,125,16153,26195,46130,26195,46128,NAGAPATTINAM
TAMIL NADU,KOLLIDAM,34722,34171,14440,151,19580,28232,49818,28226,49809,NAGAPATTINAM
TAMIL NADU,KUTHALAM,26923,26710,12102,24,14584,24316,42193,24316,42193,NAGAPATTINAM
TAMIL NADU,MAYILADUTHURAI,37725,37010,19525,28,17457,31354,53203,31346,53183,NAGAPATTINAM
TAMIL NADU,NAGAPATTINAM,43144,42771,22135,29,20607,33143,51245,33143,51245,NAGAPATTINAM
TAMIL NADU,SEMBANARKOIL,36107,35767,16085,63,19619,29399,59337,29399,59336,NAGAPATTINAM
TAMIL NADU,SIRKALI,34276,34084,15705,38,18341,29581,53152,29575,53144,NAGAPATTINAM
TAMIL NADU,THALAINAYAR,13824,13400,5622,8,7770,12338,24707,12338,24707,NAGAPATTINAM
TAMIL NADU,THIRUMARUGAL,20525,20469,10881,75,9513,18439,39235,18439,39235,NAGAPATTINAM
TAMIL NADU,VEDARANYAM,24564,24327,7698,20,16609,19393,30435,19360,30397,NAGAPATTINAM
TAMIL NADU,Elachipalayam,15544,15542,6405,1,9136,12434,15448,12434,15448,NAMAKKAL
TAMIL NADU,ERUMAPATTY,19006,19003,6893,11,12099,14305,17073,14305,17073,NAMAKKAL
TAMIL NADU,Kabilarmalai,14106,14106,4153,0,9953,12116,16435,12116,16435,NAMAKKAL
TAMIL NADU,KOLLIHILLS,10260,10260,50,10207,3,8772,13347,8772,13347,NAMAKKAL
TAMIL NADU,MALLASAMUDRAM,11850,11850,4425,0,7425,9834,12812,9833,12810,NAMAKKAL
TAMIL NADU,MOHANUR,16218,16212,4529,22,11661,12391,13759,12391,13759,NAMAKKAL
TAMIL NADU,NAMAGIRIPET,14765,14740,4108,2936,7696,13213,15493,13213,15493,NAMAKKAL
TAMIL NADU,NAMAKKAL,18150,18129,6131,26,11972,10574,12728,10574,12728,NAMAKKAL
TAMIL NADU,PALLIPALAYAM,14319,14319,4407,1,9911,6665,7555,6664,7554,NAMAKKAL
TAMIL NADU,PARAMATHY,10527,10358,3658,1,6699,8428,10089,8428,10089,NAMAKKAL
TAMIL NADU,Puduchatram,14541,14539,5625,33,8881,10962,13045,10962,13045,NAMAKKAL
TAMIL NADU,RASIPURAM,11812,11812,4790,79,6943,10148,12209,10148,12209,NAMAKKAL
TAMIL NADU,SENDAMANGALAM,10591,10591,3194,695,6702,9436,11773,9436,11773,NAMAKKAL
TAMIL NADU,TIRUCHENGODE,17362,17200,6807,2,10391,11680,13268,11680,13268,NAMAKKAL
TAMIL NADU,VENNANDUR,12071,12071,4148,265,7658,9859,12723,9859,12723,NAMAKKAL
TAMIL NADU,ALATHUR,26868,26704,7939,25,18740,24226,35515,24226,35515,PERAMBALUR
TAMIL NADU,PERAMBALUR,33152,31396,10051,53,21292,21176,28893,21170,28884,PERAMBALUR
TAMIL NADU,VEPPANTHATTAI,33234,32917,10869,228,21820,26985,37530,26985,37530,PERAMBALUR
TAMIL NADU,VEPPUR,40886,40348,14323,57,25968,36285,53773,36281,53763,PERAMBALUR
TAMIL NADU,ANNAVASAL,33085,32841,7049,3,25789,29322,52132,29322,52132,PUDUKKOTTAI
TAMIL NADU,ARANTANGI,30030,29899,3919,4,25976,25923,37367,25923,37367,PUDUKKOTTAI
TAMIL NADU,ARIMALAM,14642,14501,3234,1,11266,13684,15668,13684,15668,PUDUKKOTTAI
TAMIL NADU,AVUDAYARKOIL,22410,21702,4413,3,17286,16012,25451,16012,25451,PUDUKKOTTAI
TAMIL NADU,GANDARVAKOTTAI,16220,16201,4898,5,11298,15713,26218,15713,26218,PUDUKKOTTAI
TAMIL NADU,KARAMBAKKUDI,19015,19015,5994,0,13021,18271,32646,18271,32646,PUDUKKOTTAI
TAMIL NADU,KUNNANDARKOIL,18898,18682,2640,0,16042,15368,27683,15368,27683,PUDUKKOTTAI
TAMIL NADU,MANAMELKUDI,16898,16802,3149,1,13652,14124,21599,14124,21599,PUDUKKOTTAI
TAMIL NADU,PONNAMARAVATHI,23054,22915,4023,12,18880,19982,32284,19982,32284,PUDUKKOTTAI
TAMIL NADU,PUDUKKOTTAI,22269,21409,5043,3,16363,17422,23188,17422,23188,PUDUKKOTTAI
TAMIL NADU,THIRUMAYAM,17387,17160,4074,29,13057,14022,28565,14022,28565,PUDUKKOTTAI
TAMIL NADU,THIRUVARANKULAM,30243,30086,4740,4,25342,25517,45308,25517,45308,PUDUKKOTTAI
TAMIL NADU,VIRALIMALAI,28946,28543,5192,10,23341,23794,51545,23794,51545,PUDUKKOTTAI
TAMIL NADU,BOGALUR,10918,10792,4618,0,6174,8974,13537,8974,13537,RAMANATHAPURAM
TAMIL NADU,KADALADI,41202,40853,7565,18,33270,34796,58075,34796,58075,RAMANATHAPURAM
TAMIL NADU,KAMUTHI,34060,33728,7952,12,25764,31379,56391,31379,56391,RAMANATHAPURAM
TAMIL NADU,MANDAPAM,23437,23032,1398,0,21634,9846,11169,9846,11169,RAMANATHAPURAM
TAMIL NADU,MUDUKULATHUR,26429,26316,8115,39,18162,25468,46824,25470,46826,RAMANATHAPURAM
TAMIL NADU,NAINARKOIL,12779,12498,3173,0,9325,10152,16007,10152,16007,RAMANATHAPURAM
TAMIL NADU,PARAMAKUDI,20653,20608,7754,0,12854,15583,21448,15583,21447,RAMANATHAPURAM
TAMIL NADU,R.S. MANGALAM,21292,21179,4975,0,16204,18500,30216,18500,30215,RAMANATHAPURAM
TAMIL NADU,RAMANATHAPURAM,18310,18106,5910,6,12190,10358,13872,10358,13872,RAMANATHAPURAM
TAMIL NADU,THIRUPPULLANI,22551,22536,7013,0,15523,18251,26342,18248,26332,RAMANATHAPURAM
TAMIL NADU,THIRUVADANAI,23485,23359,4725,3,18631,20157,29662,20157,29662,RAMANATHAPURAM
TAMIL NADU,ATTUR,22823,22572,6430,925,15217,16481,21194,16481,21194,SALEM
TAMIL NADU,AYOTHIYAPATTINAM,25539,24864,9156,2727,12981,16522,19325,16522,19325,SALEM
TAMIL NADU,GANGAVALLI,16088,16071,3881,2017,10173,13472,17541,13472,17541,SALEM
TAMIL NADU,IDAPPADY,11754,11590,1304,4,10282,6489,7409,6489,7409,SALEM
TAMIL NADU,KADAYAAMPATTI,29886,28853,6515,1495,20843,21897,24323,21897,24323,SALEM
TAMIL NADU,KOLATHUR,18398,17946,3059,2266,12621,11032,11818,11032,11818,SALEM
TAMIL NADU,KONGANAPURAM,16101,15886,1585,1,14300,10383,11763,10383,11763,SALEM
TAMIL NADU,MAC. CHOULTRY,13605,13450,1552,1,11897,10246,11804,10246,11804,SALEM
TAMIL NADU,MECHERI,21344,20500,3164,2,17334,15492,16775,15492,16775,SALEM
TAMIL NADU,NANGAVALLI,17854,17329,1674,1,15654,12144,12545,12144,12545,SALEM
TAMIL NADU,OMALUR,32178,30980,8936,68,21976,19044,21908,19044,21908,SALEM
TAMIL NADU,P.N.PALAYAM,20240,19896,4519,4942,10435,13469,16310,13469,16308,SALEM
TAMIL NADU,PANAMARATHUPATTI,15958,15900,3779,2134,9987,9530,11447,9529,11445,SALEM
TAMIL NADU,SALEM,14972,14937,1960,68,12909,8295,8581,8295,8582,SALEM
TAMIL NADU,SANKARI,16161,15909,5726,0,10183,12207,14303,12207,14303,SALEM
TAMIL NADU,THALAIVASAL,34644,33999,11735,86,22178,28062,47239,28062,47239,SALEM
TAMIL NADU,THARAMANGALAM,20834,20827,1458,12,19357,12165,15359,12165,15359,SALEM
TAMIL NADU,VALAPADY,14416,13965,4390,1153,8422,8465,9490,8465,9490,SALEM
TAMIL NADU,VEERAPANDY,18896,18810,3112,0,15698,8510,8808,8510,8808,SALEM
TAMIL NADU,YERCAUD,7750,7524,1269,6015,240,2179,2409,2179,2409,SALEM
TAMIL NADU,DEVAKOTTAI,20609,20244,5487,15,14742,13534,18418,13534,18413,SIVAGANGAI
TAMIL NADU,ILAYANGUDI,23782,23572,6481,1,17090,20213,29421,20213,29421,SIVAGANGAI
TAMIL NADU,KALAIYARKOVIL,27010,26884,5723,2,21159,20769,33944,20767,33936,SIVAGANGAI
TAMIL NADU,KALLAL,22459,22275,3815,9,18451,11686,14648,11686,14648,SIVAGANGAI
TAMIL NADU,KANNANGUDI,8767,8710,3402,0,5308,6341,8767,6341,8767,SIVAGANGAI
TAMIL NADU,MANAMADURAI,22417,22218,5646,0,16572,17309,24908,17309,24908,SIVAGANGAI
TAMIL NADU,S.PUDUR,11171,11147,1982,0,9165,8780,13613,8762,13586,SIVAGANGAI
TAMIL NADU,SAKKOTTAI,18319,18192,3019,12,15161,9529,12469,9529,12469,SIVAGANGAI
TAMIL NADU,SINGAMPUNARI,15877,15847,2271,1,13575,10211,16677,10211,16677,SIVAGANGAI
TAMIL NADU,SIVAGANGA,30573,30351,4393,20,25938,22415,33197,22414,33196,SIVAGANGAI
TAMIL NADU,THIRUPPATHUR,19312,19166,3165,4,15997,14112,20444,14112,20444,SIVAGANGAI
TAMIL NADU,THIRUPPUVANAM,29017,28406,7365,6,21035,21235,35934,21229,35912,SIVAGANGAI
TAMIL NADU,AMMAPET,19310,18615,9202,4,9409,12916,18136,12916,18136,THANJAVUR
TAMIL NADU,BUDALUR,23515,23208,8018,0,15190,20145,34325,20144,34323,THANJAVUR
TAMIL NADU,KUMBAKONAM,32844,32143,12729,16,19398,26419,43486,26418,43479,THANJAVUR
TAMIL NADU,MADUKKUR,16279,16036,2947,10,13079,8475,9448,8475,9448,THANJAVUR
TAMIL NADU,ORATHANADU,31918,31811,5220,4,26587,28601,47033,28601,47033,THANJAVUR
TAMIL NADU,PAPANASAM,23454,23189,7549,11,15629,19822,33202,19822,33202,THANJAVUR
TAMIL NADU,PATTUKKOTTAI,24406,23769,3810,289,19670,16808,21825,16802,21817,THANJAVUR
TAMIL NADU,PERAVURANI,22780,21861,3147,10,18704,15699,24624,15699,24622,THANJAVUR
TAMIL NADU,SETHUBAVACHATRAM,18770,18769,2427,7,16335,15091,22842,15091,22842,THANJAVUR
TAMIL NADU,THANJAVUR,36579,35882,12292,11,23579,26506,39708,26504,39702,THANJAVUR
TAMIL NADU,THIRUPPANANDAL,25923,25455,12338,42,13075,22863,46682,22863,46682,THANJAVUR
TAMIL NADU,THIRUVAIYARU,22222,21840,7903,11,13926,18471,31683,18471,31683,THANJAVUR
TAMIL NADU,THIRUVIDAIMARUDUR,28186,27578,8545,4,19029,23355,36019,23355,36019,THANJAVUR
TAMIL NADU,THIRUVONAM,20411,19434,5076,0,14358,16392,25884,16392,25884,THANJAVUR
TAMIL NADU,COONOOR,9339,9068,5443,457,3168,5899,6326,5899,6326,THE NILGIRIS
TAMIL NADU,GUDALUR,19045,19045,8279,3161,7605,9147,9996,9148,9997,THE NILGIRIS
TAMIL NADU,KOTAGIRI,17124,16910,6421,2243,8246,12609,17951,12596,17927,THE NILGIRIS
TAMIL NADU,UDHAGAI,23607,23223,6492,675,16056,20122,24058,20122,24058,THE NILGIRIS
TAMIL NADU,ANDIPATTI,32265,31626,8735,2,22889,23124,31781,23123,31780,THENI
TAMIL NADU,BODINAICKANUR,16758,16181,2988,104,13089,10097,11983,10097,11983,THENI
TAMIL NADU,CHINNAMANUR,13604,13429,3298,3,10128,7807,10015,7807,10015,THENI
TAMIL NADU,CUMBUM,4638,4638,836,0,3802,710,762,710,762,THENI
TAMIL NADU,K MYLADUMPARAI,22208,21790,4649,76,17065,14927,21063,14903,21034,THENI
TAMIL NADU,PERIYAKULAM,22035,22003,7001,30,14972,14120,16605,14120,16605,THENI
TAMIL NADU,THENI,15538,15221,5738,1,9482,12073,14734,12073,14734,THENI
TAMIL NADU,UTHAMAPALAYAM,10384,10284,1726,0,8558,5949,7255,5949,7255,THENI
TAMIL NADU,ALWARTHIRUNAGARI,16620,16479,4424,3,12052,9146,13004,9121,12954,THOOTHUKKUDI
TAMIL NADU,KARUNGULAM,18784,18680,6656,9,12015,15595,19890,15595,19890,THOOTHUKKUDI
TAMIL NADU,KAYATHAR,23885,23785,7328,4,16453,20651,30885,20650,30883,THOOTHUKKUDI
TAMIL NADU,KOVILPATTI,26010,25776,8733,10,17033,17789,23951,17785,23946,THOOTHUKKUDI
TAMIL NADU,OTTAPIDARAM,46921,46191,20494,91,25606,40486,45774,40481,45766,THOOTHUKKUDI
TAMIL NADU,Pudur,22541,22335,4232,0,18103,20701,31204,20701,31195,THOOTHUKKUDI
TAMIL NADU,SATTANKULAM,11434,11220,1775,1,9444,4513,5383,4513,5383,THOOTHUKKUDI
TAMIL NADU,SRIVAIKUNDAM,14281,14122,3629,224,10269,12422,16069,12422,16069,THOOTHUKKUDI
TAMIL NADU,THOOTHUKUDI,22978,22546,8053,8,14485,5544,6450,5544,6450,THOOTHUKKUDI
TAMIL NADU,TIRUCHENDUR,5841,5841,2523,0,3318,2175,2476,2175,2476,THOOTHUKKUDI
TAMIL NADU,UDANGUDI,7404,7343,1171,0,6172,2678,3611,2678,3611,THOOTHUKKUDI
TAMIL NADU,VILATHIKULAM,23451,23334,5628,162,17544,19610,28237,19602,28218,THOOTHUKKUDI
TAMIL NADU,ANDHANALLUR,19327,19262,6414,1,12847,14854,22099,14854,22099,TIRUCHIRAPPALLI
TAMIL NADU,LALGUDI,27050,26916,8474,23,18419,24262,39488,24262,39488,TIRUCHIRAPPALLI
TAMIL NADU,MANACHANALLUR,29010,28983,6890,1,22092,22569,34563,22569,34563,TIRUCHIRAPPALLI
TAMIL NADU,MANAPPARAI,22673,22336,3971,30,18335,17696,23805,17696,23805,TIRUCHIRAPPALLI
TAMIL NADU,MANIKANDAM,18204,18023,4278,18,13727,12763,19026,12763,19026,TIRUCHIRAPPALLI
TAMIL NADU,MARUNGAPURI,26286,25975,5820,0,20155,22579,34966,22579,34965,TIRUCHIRAPPALLI
TAMIL NADU,MUSIRI,22142,22019,6281,2,15736,17818,26558,17818,26558,TIRUCHIRAPPALLI
TAMIL NADU,PULLAMPADY,21289,21122,4308,5,16809,18078,27644,18078,27644,TIRUCHIRAPPALLI
TAMIL NADU,T.PET,17568,17568,3665,0,13903,12346,16091,12346,16091,TIRUCHIRAPPALLI
TAMIL NADU,THIRUVERAMBUR,19119,19040,5430,0,13610,12113,16791,12113,16791,TIRUCHIRAPPALLI
TAMIL NADU,THOTTIAM,23187,22910,5109,0,17801,15102,19764,15102,19763,TIRUCHIRAPPALLI
TAMIL NADU,THURAIYUR,28729,28424,6117,1929,20378,23178,32887,23178,32887,TIRUCHIRAPPALLI
TAMIL NADU,UPPILIYAPURAM,16670,16635,5474,991,10170,12946,15482,12946,15483,TIRUCHIRAPPALLI
TAMIL NADU,VAIYAMPATTY,18220,18100,3137,3,14960,14624,20579,14624,20579,TIRUCHIRAPPALLI
TAMIL NADU,ALANKULAM,22587,22459,4567,3,17889,12654,15396,12651,15389,TIRUNELVELI
TAMIL NADU,AMBASAMUDRAM,10018,9947,2634,6,7307,5915,6925,5914,6924,TIRUNELVELI
TAMIL NADU,CHERANMAHADEVI,6562,6470,1788,0,4682,4022,5558,4022,5558,TIRUNELVELI
TAMIL NADU,KADAYAM,18005,17761,4402,0,13359,9127,12290,9127,12290,TIRUNELVELI
TAMIL NADU,Kadayanallur,15976,15896,5678,5,10213,10537,13682,10536,13681,TIRUNELVELI
TAMIL NADU,KALAKADU,11595,11466,2227,21,9218,8100,10354,8098,10350,TIRUNELVELI
TAMIL NADU,KEELAPAVOOR,19237,19225,2968,9,16248,5567,7423,5567,7423,TIRUNELVELI
TAMIL NADU,KURUVIKULAM,29794,29340,11349,7,17984,25657,42062,25657,42062,TIRUNELVELI
TAMIL NADU,MANUR,28761,28495,10182,2,18311,23187,27480,23183,27476,TIRUNELVELI
TAMIL NADU,MELANEELITHANALLUR,20210,20112,3839,0,16273,14962,22832,14962,22832,TIRUNELVELI
TAMIL NADU,NANGUNERI,19769,19640,5403,7,14230,12967,14847,12954,14825,TIRUNELVELI
TAMIL NADU,PALAYAMKOTTAI,19661,19241,6944,3,12294,12222,14899,12222,14899,TIRUNELVELI
TAMIL NADU,PAPPAKUDI,10578,10503,2399,3,8101,7257,9463,7253,9458,TIRUNELVELI
TAMIL NADU,RADHAPURAM,18577,18327,4389,9,13929,11683,12337,11439,12093,TIRUNELVELI
TAMIL NADU,SANKARANKOIL,24187,23898,8296,13,15589,16453,23698,16453,23694,TIRUNELVELI
TAMIL NADU,SHENCOTTAI,5475,5458,2726,20,2712,3857,4624,3857,4624,TIRUNELVELI
TAMIL NADU,TENKASI,10425,10382,4244,3,6135,6268,8190,6268,8190,TIRUNELVELI
TAMIL NADU,VALLIYOOR,17085,16950,3642,65,13243,10262,12117,10144,11999,TIRUNELVELI
TAMIL NADU,VASUDEVANALLUR,17179,16938,6549,1,10388,10011,11932,10011,11932,TIRUNELVELI
TAMIL NADU,AVINASHI,23024,22903,11615,24,11264,13149,18141,13149,18141,TIRUPPUR
TAMIL NADU,DHARAPURAM,18930,18678,7773,33,10872,13877,18577,13877,18577,TIRUPPUR
TAMIL NADU,GUDIMANGALAM,18522,18490,6122,24,12344,14359,23607,14354,23598,TIRUPPUR
TAMIL NADU,KANGAYAM,12962,12916,6165,1,6750,7062,8214,7062,8214,TIRUPPUR
TAMIL NADU,KUNDADAM,15072,14436,6841,0,7595,7476,8903,7472,8899,TIRUPPUR
TAMIL NADU,MADATHUKULAM,11210,10984,3393,16,7575,9038,14951,9038,14951,TIRUPPUR
TAMIL NADU,MULANUR,12086,12023,4334,25,7664,9833,13705,9833,13705,TIRUPPUR
TAMIL NADU,PALLADAM,23602,23488,7526,14,15948,19493,27583,19493,27583,TIRUPPUR
TAMIL NADU,PONGALUR,15735,15709,7661,13,8035,10757,13005,10725,12971,TIRUPPUR
TAMIL NADU,TIRUPPUR,30618,30442,8401,17,22024,6647,8741,6633,8727,TIRUPPUR
TAMIL NADU,UDUMALPET,24306,24126,10099,120,13907,18741,25869,18737,25864,TIRUPPUR
TAMIL NADU,UTHUKULI,27046,26969,9084,193,17692,18217,22313,18217,22313,TIRUPPUR
TAMIL NADU,VELLAKOIL,7850,7650,3586,0,4064,4105,4371,4105,4371,TIRUPPUR
TAMIL NADU,ELLAPURAM,29160,29118,12302,1061,15755,26474,47582,26434,47455,TIRUVALLUR
TAMIL NADU,Gummidipoondi,56786,55278,16784,1606,36888,37757,46724,37757,46724,TIRUVALLUR
TAMIL NADU,KADAMBATHUR,24219,24089,11007,511,12571,21700,25197,21700,25197,TIRUVALLUR
TAMIL NADU,MINJUR,34177,33466,17244,963,15259,21802,27044,21801,27043,TIRUVALLUR
TAMIL NADU,PALLIPET,21824,21734,5798,819,15117,21073,35316,21073,35316,TIRUVALLUR
TAMIL NADU,POONAMALLEE,13342,13321,7829,203,5289,6367,7464,6367,7464,TIRUVALLUR
TAMIL NADU,POONDI,47835,47002,12397,1008,33597,29218,40565,29218,40565,TIRUVALLUR
TAMIL NADU,PUZHAL,10423,10415,5794,432,4189,2373,2520,2373,2520,TIRUVALLUR
TAMIL NADU,R.K.PET,32555,30841,5490,192,25159,28013,45811,28009,45800,TIRUVALLUR
TAMIL NADU,SHOLAVARAM,19797,19488,8937,347,10204,14252,19963,14251,19962,TIRUVALLUR
TAMIL NADU,TIRUTTANI,23002,22632,6588,1124,14920,20699,27194,20699,27194,TIRUVALLUR
TAMIL NADU,TIRUVALANGADU,21700,21484,7820,565,13099,17239,25496,17239,25496,TIRUVALLUR
TAMIL NADU,TIRUVALLUR,20982,20869,11648,123,9098,15709,20225,15707,20223,TIRUVALLUR
TAMIL NADU,VILLIVAKKAM,15786,15735,4926,81,10728,3880,4829,3880,4829,TIRUVALLUR
TAMIL NADU,ANAKKAVOOR,28299,28231,6334,340,21557,26157,45295,26157,45295,TIRUVANNAMALAI
TAMIL NADU,ARNI,37840,37569,8146,68,29355,25983,29666,25983,29666,TIRUVANNAMALAI
TAMIL NADU,CHENGAM,36838,36658,11837,393,24428,30605,57471,30604,57469,TIRUVANNAMALAI
TAMIL NADU,CHETPET,33325,33110,3632,152,29326,26741,44812,26741,44812,TIRUVANNAMALAI
TAMIL NADU,CHEYYAR,25659,25230,6064,384,18782,21887,31956,21887,31956,TIRUVANNAMALAI
TAMIL NADU,JAWADHU HILLS,12259,12194,85,11017,1092,9105,17806,9105,17802,TIRUVANNAMALAI
TAMIL NADU,KALASAPAKKAM,37636,37481,10083,105,27293,31853,58127,31853,58127,TIRUVANNAMALAI
TAMIL NADU,KILPENNATHUR,28425,28069,6960,700,20409,22954,30548,22954,30548,TIRUVANNAMALAI
TAMIL NADU,PERNAMALLUR,19877,19866,4173,132,15561,18692,26752,18691,26751,TIRUVANNAMALAI
TAMIL NADU,POLUR,37976,37755,7199,116,30440,32260,56823,32258,56814,TIRUVANNAMALAI
TAMIL NADU,PUDUPALAYAM,24924,24823,7411,129,17283,22420,40484,22420,40479,TIRUVANNAMALAI
TAMIL NADU,THANDARAMPET,39575,39403,9199,3265,26939,33123,46806,33122,46805,TIRUVANNAMALAI
TAMIL NADU,Thellar,36099,35919,8983,512,26424,27432,39010,27432,39010,TIRUVANNAMALAI
TAMIL NADU,THURINJAPURAM,30738,30492,6168,237,24087,23689,38033,23689,38033,TIRUVANNAMALAI
TAMIL NADU,TIRUVANNAMALAI,46880,46516,11127,685,34704,38515,59610,38515,59609,TIRUVANNAMALAI
TAMIL NADU,VANDAVASI,30312,30177,8710,419,21048,26849,40868,26849,40868,TIRUVANNAMALAI
TAMIL NADU,VEMBAKKAM,39259,38897,9014,74,29809,37844,63470,37838,63464,TIRUVANNAMALAI
TAMIL NADU,WEST ARNI,22710,22645,3991,45,18609,19842,28763,19841,28759,TIRUVANNAMALAI
TAMIL NADU,KORADACHERI,19452,19359,11339,41,7979,18685,37654,18685,37654,TIRUVARUR
TAMIL NADU,KOTTUR,24658,24013,13655,6,10352,21716,40612,21716,40612,TIRUVARUR
TAMIL NADU,KUDAVAASAL,20563,20537,6375,7,14155,18445,35304,18445,35304,TIRUVARUR
TAMIL NADU,MANNARGUDI,26980,26779,11459,11,15309,25052,48926,25052,48926,TIRUVARUR
TAMIL NADU,MUTHUPETTAI,16313,16149,7036,0,9113,15611,30889,15611,30889,TIRUVARUR
TAMIL NADU,NANNILAM,23570,23297,10811,8,12478,22160,36205,22160,36198,TIRUVARUR
TAMIL NADU,NEEDAMANGALAM,21534,21025,7903,23,13099,18612,35278,18612,35278,TIRUVARUR
TAMIL NADU,THIRUTHURAIPOONDI,20350,19568,12914,3,6651,18389,37713,18389,37713,TIRUVARUR
TAMIL NADU,THIRUVARUR,33207,30443,15935,31,14477,25488,32571,25477,32553,TIRUVARUR
TAMIL NADU,VALANGAIMAN,17176,16998,10219,0,6779,12969,21103,12969,21103,TIRUVARUR
